ticker,simulated_time,interval_index,caching_policy,fresh_decision,cached_decision,matched,branch_taken,hit_or_miss,cached_latency_ms,cached_branch_taken
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,405.6,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,367.9,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,353.2,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,370.6,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,295.8,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,304.7,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,413.2,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,424.0,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,247.9,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,337.0,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,374.1,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,277.9,portfolio
PORTFOLIO,2026-04-13T22:30:12.458172+00:00,1,none,"REBALANCE:AAPL,GOOG","REBALANCE:AAPL,GOOG",True,portfolio,bypass,304.6,portfolio
